CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
670,Germany,Female,42,5,53102.854400000004,0,1,1,100324.01,0
606,Germany,Male,27,2,130274.26,0,1,0,147533.09,0
850,Germany,Male,32,9,141827.33,0,1,1,149458.73,0
813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1
574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1
589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0
831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1
531,Germany,Female,64,2,175754.87,0,1,1,60721.4,0
562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0
580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1
644,Germany,Female,44,8,106022.73,0,0,0,148727.42,0
599,Germany,Male,36,3,128960.21,0,1,1,40318.33,0
543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0
713,Germany,Female,61,4,149525.34,0,1,0,123663.63,0
690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1
613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1
726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0
608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1
805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1
659,Germany,Male,34,9,134464.58,0,1,0,178833.34,0
738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0
661,Germany,Male,41,5,122552.48,0,0,1,120646.4,0
647,Germany,Female,41,1,85906.65,0,1,0,189159.97,0
850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
704,Germany,Female,39,10,102556.18,0,1,0,171971.25,1
457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0
787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0
612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
648,Germany,Male,44,9,111369.79,0,1,1,91947.74,0
765,Germany,Female,34,8,136729.51,0,0,0,47058.21,0
577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1
748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1
580,Germany,Female,36,6,145387.32,0,1,1,169963.2,1
850,Germany,Female,27,8,111837.78,0,1,1,110805.79,0
588,Germany,Female,48,1,143279.58,0,1,0,31580.8,1
667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
527,Germany,Female,28,2,123802.98,0,1,1,155846.69,0
579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0
648,Germany,Female,32,8,157138.99,0,1,0,190994.48,1
527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0
717,Germany,Female,28,9,82498.14,0,0,0,40437.67,0
609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0
583,Germany,Female,26,10,72835.56,0,1,0,96792.15,0
666,Germany,Male,31,3,123212.08,0,1,1,112157.31,0
700,Germany,Female,39,5,144550.83,0,1,1,189664.43,0
677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1
850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1
683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0
633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0
676,Germany,Male,28,1,69459.05,0,1,1,128461.29,0
569,Germany,Male,35,2,109196.66,0,1,0,109393.19,1
566,Germany,Male,64,4,120100.41,1,1,0,107563.16,1
453,Germany,Male,38,2,135559.8,0,1,1,71856.3,0
816,Germany,Female,25,2,150355.35,0,1,1,35770.84,0
715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1
775,Germany,Male,25,10,60205.2,0,1,0,14073.11,0
616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0
579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1
492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1
641,Germany,Male,41,7,104405.54,0,1,0,17384.21,0
625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0
681,Germany,Female,44,3,105206.7,0,1,1,163558.36,0
477,Germany,Female,24,2,95675.62,0,0,0,162699.7,1
675,Germany,Male,42,2,92616.64,0,1,0,8567.18,0
526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1
616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0
521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0
687,Germany,Female,41,2,154007.21,1,1,0,158408.23,0
648,Germany,Male,33,7,135310.41,0,0,1,171668.2,0
655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0
778,Germany,Female,33,4,111063.73,0,1,0,83556.65,0
757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1
505,Germany,Female,37,6,159863.9,0,0,1,125307.87,0
471,Germany,Male,23,6,104592.55,0,1,0,131736.23,0
625,Germany,Female,49,4,128504.76,1,1,0,126812.63,1
732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
628,Germany,Male,40,5,181768.32,0,1,1,129107.97,0
660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1
611,Germany,Male,37,1,117524.72,0,0,1,161064.29,0
696,Germany,Male,49,5,97036.22,0,1,0,152450.84,1
535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1
682,Germany,Female,35,2,117438.92,0,1,1,16910.98,0
620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0
747,Germany,Male,37,9,135776.36,0,1,0,85470.45,1
714,Germany,Female,45,9,106431.97,0,1,1,164117.69,0
645,Germany,Male,28,7,117466.03,0,1,1,34490.06,0
681,Germany,Female,44,4,91115.76,0,0,0,24208.84,1
679,Germany,Female,37,8,77373.87,0,0,1,174873.09,0
733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0
706,Germany,Male,31,1,117020.08,0,1,0,54439.53,0
593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1
604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0
636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0
729,Germany,Male,26,4,97268.1,0,1,0,39356.38,0
689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1
809,Germany,Female,42,6,64497.94,0,0,1,182436.81,1
625,Germany,Female,35,5,86147.46,0,1,0,163440.8,1
618,Germany,Female,40,1,133245.52,0,1,1,54495.82,0
802,Germany,Female,41,4,90757.64,0,0,1,169183.66,0
613,Germany,Male,64,9,78778.49,1,0,1,8751.59,0
592,Germany,Female,34,6,102143.93,0,1,1,102628.98,0
721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
671,Germany,Female,47,7,114603.76,0,1,0,153194.32,1
751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1
509,Germany,Female,29,0,107712.57,0,1,1,92898.17,0
684,Germany,Male,37,4,138476.41,0,1,1,52367.29,0
656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1
618,Germany,Female,29,10,100315.1,0,1,1,32526.64,0
594,Germany,Male,40,0,152092.44,0,1,1,83508.93,0
530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0
758,Germany,Male,33,0,129142.54,0,1,1,26606.28,0
631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0
596,Germany,Male,40,5,62389.03,0,1,0,148623.43,1
627,Germany,Male,62,3,143426.34,0,1,1,143104.3,0
562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0
604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0
552,Germany,Male,38,10,132271.12,0,1,1,46562.02,0
607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1
588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0
738,Germany,Male,37,7,140950.92,0,1,0,195333.98,0
692,Germany,Male,45,6,142084.04,0,1,0,188305.85,1
754,Germany,Male,27,7,117578.35,0,0,1,87908.01,0
600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0
706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0
577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1
578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0
656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1
766,Germany,Male,30,4,127786.28,0,1,1,28879.3,0
517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1
696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0
473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
834,Germany,Female,57,8,112281.6,0,1,0,140225.14,1
798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0
612,Germany,Male,64,6,96166.88,1,1,1,191393.26,0
579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1
850,Germany,Female,40,7,104449.8,1,1,1,747.88,0
548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1
634,Germany,Female,37,7,143258.85,0,1,0,192721.98,0
655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0
619,Germany,Female,28,6,99152.73,0,1,0,48475.12,0
630,Germany,Female,25,7,79656.81,1,1,0,93524.22,0
580,Germany,Male,35,10,136281.41,0,1,1,24799.47,0
638,Germany,Male,62,4,108716.59,0,1,1,74241.09,0
520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1
850,Germany,Male,38,7,101985.81,0,0,0,43801.27,0
850,Germany,Male,44,3,140393.65,0,0,1,186285.52,0
740,Germany,Female,40,2,122295.17,0,1,1,30812.84,0
624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0
549,Germany,Female,37,1,130622.34,0,1,1,128499.94,0
593,Germany,Male,64,2,185160.94680000003,0,0,1,105898.69,0
453,Germany,Male,52,1,98443.14,0,0,0,92033.98,0
479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0
668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1
544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1
691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1
471,Germany,Female,36,5,90063.74,0,1,1,96366.7,0
660,Germany,Female,37,2,133200.09,1,0,0,71433.88,0
609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0
725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0
519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1
562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0
482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1
850,Germany,Female,33,2,83415.04,1,0,1,74917.64,0
601,Germany,Male,43,3,141859.12,0,1,1,111249.62,0
712,Germany,Male,38,7,132767.66,0,1,1,59115.77,0
642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0
575,Germany,Male,47,9,107915.94,0,1,1,63452.18,1
570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0
532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1
736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1
762,Germany,Male,28,3,125155.83,0,1,1,106024.02,0
703,Germany,Male,35,5,140691.08,0,1,0,167810.26,0
581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1
462,Germany,Male,34,1,94682.56,0,1,0,138478.2,0
501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0
533,Germany,Male,43,4,80442.06,0,0,1,12537.42,0
632,Germany,Female,35,2,150561.03,0,0,0,64722.61,0
667,Germany,Female,33,4,127076.68,0,1,0,69011.66,0
779,Germany,Female,24,10,122200.31,0,1,0,43705.56,0
690,Germany,Male,31,2,137260.45,0,1,0,55387.28,0
632,Germany,Male,41,8,127205.32,0,1,0,93874.87,1
754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0
756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1
488,Germany,Female,28,7,139246.22,0,1,0,106799.49,0
710,Germany,Male,58,7,170113.0,0,0,1,10494.64,0
568,Germany,Male,43,5,87612.64,0,1,1,107155.4,1
608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0
608,Germany,Female,38,8,103653.51,0,1,1,137079.86,0
731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1
850,Germany,Female,40,4,97990.49,0,0,0,106691.02,0
591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0
699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0
835,Germany,Female,47,5,108289.28,0,1,1,45859.55,1
714,Germany,Male,39,3,149887.49,0,1,0,63846.36,0
689,Germany,Female,28,2,64808.32,0,0,0,78591.15,0
581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1
573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0
850,Germany,Female,31,3,53102.854400000004,1,0,0,35534.68,0
502,Germany,Female,40,7,117304.29,1,0,0,196278.32,0
590,Germany,Male,36,6,92340.69,0,1,1,174667.58,0
458,Germany,Male,35,9,146780.52,0,1,1,3476.38,0
598,Germany,Male,32,9,123938.6,0,1,0,198894.42,0
762,Germany,Male,46,6,123571.77,0,0,1,57014.17,1
663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0
631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1
725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
775,Germany,Female,33,1,118897.1,0,1,1,26362.4,0
698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0
608,Germany,Male,33,1,102772.67,0,1,0,70705.58,0
596,Germany,Male,32,3,96709.07,0,0,0,41788.37,0
453,Germany,Female,34,5,106011.59,1,1,1,17376.57,1
578,Germany,Male,37,1,135650.88,1,1,0,199428.19,0
547,Germany,Male,55,4,111362.76,0,1,0,16922.28,1
774,Germany,Male,36,9,130809.77,1,1,0,152290.28,0
585,Germany,Female,28,9,135337.49,0,1,1,40385.61,0
690,Germany,Male,44,9,100368.63,0,0,0,35342.33,0
705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1
532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1
554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1
491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0
850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0
696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0
766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0
788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1
726,Germany,Female,33,7,99046.31,0,1,1,56053.06,0
583,Germany,Male,27,4,105907.42,0,1,1,195732.04,0
565,Germany,Male,52,5,97720.35,0,1,0,175070.94,1
658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1
642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0
629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0
536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0
583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0
551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1
637,Germany,Male,35,8,147127.81,0,1,1,84760.7,0
640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
650,Germany,Female,45,9,152367.21,0,1,0,150835.21,1
453,Germany,Male,39,1,130969.77,0,1,1,158891.79,0
453,Germany,Female,25,0,97738.97,0,1,1,160523.33,0
683,Germany,Male,64,9,124730.26,1,1,1,51999.5,0
603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1
606,Germany,Female,32,1,106301.85,0,0,1,59061.25,0
753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
593,Germany,Female,41,4,119703.1,0,1,1,109783.29,0
466,Germany,Male,41,2,152102.18,0,1,0,181879.56,0
741,Germany,Female,36,0,127675.39,0,1,0,74260.16,0
684,Germany,Female,44,2,133776.86,0,0,1,49865.04,0
601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1
850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1
806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1
672,Germany,Female,21,1,53102.854400000004,1,1,0,28789.94,0
602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1
606,Germany,Female,47,0,137138.2,0,0,1,53784.22,0
627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1
615,Germany,Female,33,3,137657.25,0,1,1,171657.57,0
623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0
693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0
693,Germany,Male,45,2,116546.59,0,0,0,23140.28,1
566,Germany,Female,44,5,141428.99,0,0,0,68408.74,0
606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0
564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1
678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1
583,Germany,Female,41,5,77647.6,1,1,0,190429.52,0
651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1
497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
606,Germany,Male,39,8,136000.45,0,1,0,31708.53,0
619,Germany,Male,41,3,147974.16,0,1,0,170518.83,0
640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0
753,Germany,Female,35,5,82453.96,0,0,0,18254.75,0
617,Germany,Female,39,5,83348.89,0,1,0,7953.62,1
595,Germany,Female,44,4,96553.52,0,1,0,143952.24,1
455,Germany,Female,37,6,170057.62,1,0,1,54398.56,0
596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1
850,Germany,Male,42,6,84445.68,0,0,1,60021.34,1
738,Germany,Female,40,1,115409.18,0,0,0,180456.8,0
628,Germany,Female,51,9,155903.82,0,1,1,71159.84,0
669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1
700,Germany,Male,35,4,95853.39,0,1,0,192933.37,0
651,Germany,Female,35,1,163700.78,0,1,1,29583.48,1
511,Germany,Female,64,9,105609.17,1,0,1,105425.18,0
571,Germany,Male,33,3,71843.15,1,1,0,26772.04,0
814,Germany,Male,29,1,131968.57,0,1,1,147693.92,0
637,Germany,Female,39,3,109698.41,1,1,1,88391.29,1
793,Germany,Female,34,5,127758.09,1,1,0,143357.03,0
638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1
840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1
533,Germany,Male,38,4,70362.52,0,1,1,104189.46,0
453,Germany,Female,48,7,168286.58,1,1,0,16645.77,1
643,Germany,Male,25,4,115142.9,1,1,1,148098.95,0
652,Germany,Female,47,0,126597.89,0,1,1,38798.79,1
525,Germany,Female,30,0,157989.21,0,1,1,100687.67,0
724,Germany,Male,54,8,172192.49,1,1,1,136902.01,0
581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1
647,Germany,Male,35,3,185160.94680000003,1,1,1,40145.28,0
785,Germany,Female,38,9,107199.75,1,0,0,146398.51,0
794,Germany,Female,55,6,115796.7,1,1,0,160526.36,1
687,Germany,Male,38,4,117633.28,1,0,1,88396.6,0
527,Germany,Female,30,6,126663.51,1,1,1,162267.91,0
576,Germany,Female,64,6,140273.47,1,1,1,193135.25,1
727,Germany,Male,21,8,153344.72,1,1,1,163295.87,0
671,Germany,Female,23,9,123943.18,1,1,1,159553.27,0
643,Germany,Male,33,7,98630.31,0,1,1,40250.82,0
498,Germany,Male,45,7,109200.74,0,0,1,165990.44,0
655,Germany,Female,30,1,83173.98,0,1,1,184259.6,0
591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1
761,Germany,Female,38,1,120530.13,0,1,0,109394.62,0
673,Germany,Female,41,9,98612.1,1,1,0,151349.35,0
678,Germany,Female,54,1,123699.28,0,0,1,105221.76,0
636,Germany,Female,29,3,97325.15,1,0,1,131924.38,0
588,Germany,Male,41,6,106116.56,0,1,0,198766.61,0
556,Germany,Male,33,3,124213.36,0,1,0,62627.55,0
758,Germany,Male,41,10,79857.64,1,1,1,78088.17,0
608,Germany,Male,23,8,185160.94680000003,0,1,1,116124.28,0
683,Germany,Female,35,1,132371.3,0,0,0,186123.57,0
668,Germany,Male,39,4,79896.0,1,1,0,38466.39,0
850,Germany,Male,31,4,146587.3,1,1,1,89874.82,0
795,Germany,Male,38,7,125903.22,0,1,1,127068.92,0
573,Germany,Male,30,8,127406.5,1,1,0,192950.6,0
651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0
661,Germany,Male,37,7,109908.06,0,1,0,115037.67,1
681,Germany,Male,49,8,142946.18,1,0,0,187280.51,1
453,Germany,Male,45,3,104339.11,0,1,1,183540.22,1
607,Germany,Female,39,8,105103.33,1,1,0,104721.5,1
850,Germany,Female,64,0,127120.62,1,0,1,118929.64,1
666,Germany,Female,36,3,129118.5,0,0,0,139435.12,0
824,Germany,Male,64,3,53102.854400000004,0,0,1,2746.41,0
699,Germany,Female,51,2,92246.14,0,0,1,91346.03,0
603,Germany,Female,40,8,148897.02,1,0,0,105052.9,0
804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
454,Germany,Female,50,10,92895.56,1,1,0,154344.0,1
573,Germany,Male,35,9,134498.54,0,1,1,119924.8,0
670,Germany,Female,40,2,147171.2,1,0,1,69850.04,0
555,Germany,Female,51,9,138214.5,1,1,0,198715.27,1
638,Germany,Female,33,5,129335.65,1,1,1,56585.2,1
747,Germany,Male,29,7,117726.33,1,1,1,175398.34,0
679,Germany,Female,50,6,132598.38,0,1,1,184017.98,0
728,Germany,Female,32,9,127772.1,0,1,1,152643.48,0
825,Germany,Male,37,6,118050.79,1,0,1,52301.15,0
600,Germany,Female,39,7,88477.36,0,1,0,58632.37,0
623,Germany,Male,50,7,126608.37,1,0,1,645.61,1
693,Germany,Male,46,2,104763.41,1,1,1,62368.33,0
709,Germany,Male,30,9,115479.48,0,1,1,134732.99,0
546,Germany,Female,42,9,86351.85,0,1,0,57380.13,0
576,Germany,Male,63,3,148843.56,1,1,0,69414.13,1
481,Germany,Male,44,3,163714.52,1,1,0,96123.72,0
669,Germany,Male,47,0,63723.78,0,1,1,181928.25,0
707,Germany,Male,34,9,162691.16,0,1,0,94912.78,0
469,Germany,Female,52,8,139493.25,0,0,0,150093.32,1
594,Germany,Female,21,2,87096.82,0,1,0,168186.11,0
724,Germany,Male,36,6,94615.11,0,1,1,10627.21,0
714,Germany,Male,26,3,119545.48,0,1,0,65482.94,0
465,Germany,Male,24,5,117154.9,1,1,1,127744.02,0
527,Germany,Female,39,9,96748.89,0,1,0,94711.43,0
546,Germany,Female,52,1,106074.89,1,1,1,23548.45,1
576,Germany,Male,46,4,137367.94,1,1,1,33450.11,0
727,Germany,Male,45,6,114422.85,0,1,1,104678.78,1
593,Germany,Female,48,3,133903.12,0,1,1,85902.39,1
736,Germany,Female,26,0,84587.9,1,0,1,188037.76,0
850,Germany,Female,36,0,136980.23,0,1,1,99019.65,0
636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1
733,Germany,Male,45,2,113939.36,0,1,0,3218.71,0
754,Germany,Female,48,7,141819.02,1,1,0,93550.53,1
610,Germany,Male,49,6,113882.33,1,1,0,195813.81,1
584,Germany,Female,41,3,88594.93,1,1,0,178997.89,0
744,Germany,Male,29,6,123737.04,0,1,0,141558.04,0
705,Germany,Female,54,3,125889.3,0,1,0,96013.5,1
658,Germany,Male,31,2,77082.65,0,0,0,13482.28,0
649,Germany,Female,41,4,115897.73,1,1,0,143544.48,0
659,Germany,Male,29,9,82916.48,1,1,1,84133.48,0
628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1
501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0
453,Germany,Male,42,8,120822.86,0,1,0,126153.24,0
850,Germany,Male,36,7,102800.72,1,1,1,87352.43,0
554,Germany,Female,31,6,135470.9,1,1,0,107074.81,0
766,Germany,Male,37,2,99660.13,0,0,1,147700.78,0
574,Germany,Male,35,5,163856.76,1,1,1,15118.2,0
677,Germany,Female,26,3,102395.79,1,1,0,119368.99,0
510,Germany,Female,50,7,123936.54,1,1,1,23768.01,0
696,Germany,Female,64,7,119499.42,0,1,1,174027.3,0
659,Germany,Male,39,8,106259.63,0,1,1,198103.32,0
644,Germany,Female,34,10,122196.99,0,1,1,182099.71,0
572,Germany,Male,39,4,112290.22,1,1,0,49373.97,1
518,Germany,Male,29,9,125961.74,0,1,0,160303.08,1
681,Germany,Male,48,5,139714.4,0,0,0,73066.72,0
564,Germany,Female,32,10,139875.2,0,1,0,15378.23,0
646,Germany,Female,44,2,113063.83,1,0,0,53072.49,1
635,Germany,Female,64,5,117325.54,1,1,0,155799.86,1
805,Germany,Male,50,9,130023.38,1,1,0,62989.82,1
524,Germany,Male,29,9,144287.6,0,1,0,32063.3,0
624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0
464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0
718,Germany,Male,26,7,147527.03,1,0,0,51099.56,0
465,Germany,Male,53,1,117438.17,1,0,0,74898.8,1
540,Germany,Male,37,3,129965.18,1,0,0,19374.08,0
568,Germany,Male,46,8,150836.92,1,0,0,64516.8,1
523,Germany,Male,60,1,163894.35,1,0,1,57061.71,0
595,Germany,Male,34,2,87967.42,0,0,1,156309.52,0
589,Germany,Female,20,2,121093.29,0,1,0,3529.72,0
755,Germany,Male,43,6,165048.5,0,1,0,16929.41,1
818,Germany,Female,64,8,135290.42,0,1,1,63729.72,0
669,Germany,Female,35,4,108269.2,0,1,0,174969.92,0
603,Germany,Female,35,9,145623.36,1,1,0,163181.62,0
580,Germany,Male,64,2,130334.84,0,1,1,51672.08,0
699,Germany,Female,54,3,111009.32,1,1,1,155905.79,1
682,Germany,Male,36,5,72373.62,0,1,0,36895.99,0
649,Germany,Male,24,7,101195.23,1,0,0,133091.32,0
595,Germany,Male,30,9,130682.11,0,1,1,57862.88,0
628,Germany,Female,51,10,115280.49,0,0,0,12628.61,1
805,Germany,Male,56,6,151802.29,1,1,0,46791.09,1
600,Germany,Male,53,7,106261.63,1,1,0,93629.66,1
606,Germany,Female,41,4,132670.53,1,1,0,156476.36,1
753,Germany,Female,38,1,117314.92,1,1,0,122021.33,1
621,Germany,Male,51,4,109978.83,1,0,0,177740.58,1
552,Germany,Female,42,8,103362.14,1,0,1,186869.58,1
711,Germany,Female,45,1,97486.15,0,1,0,50610.62,0
670,Germany,Female,35,2,79585.96,1,0,1,198802.9,0
588,Germany,Male,49,6,132623.76,0,1,0,36292.94,1
596,Germany,Male,34,4,99441.21,0,0,1,4802.27,0
599,Germany,Male,33,2,53102.854400000004,0,1,0,85045.92,0
630,Germany,Female,28,8,106425.75,1,1,1,20344.84,0
453,Germany,Female,64,6,135392.31,0,1,1,172852.06,1
755,Germany,Female,38,1,82083.52,1,0,1,10333.78,0
554,Germany,Female,55,0,108477.27,1,0,1,140003.0,1
515,Germany,Male,45,7,120961.5,0,1,1,39288.11,1
632,Germany,Male,64,6,129472.33,1,1,1,85179.48,0
453,Germany,Male,55,8,109339.17,0,1,0,96405.88,1
640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0
780,Germany,Male,34,5,94108.54,0,1,0,177235.21,0
616,Germany,Female,28,10,105173.99,1,0,1,29835.37,1
637,Germany,Male,30,6,122641.56,0,1,0,65618.01,0
495,Germany,Male,39,8,120252.02,0,1,1,10160.23,0
559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0
692,Germany,Male,49,6,110540.43,0,0,1,107472.99,0
720,Germany,Male,23,0,185160.94680000003,0,1,1,104120.17,0
777,Germany,Male,44,3,124655.59,0,0,1,79792.3,0
597,Germany,Male,52,8,83693.34,0,1,1,161083.53,0
621,Germany,Female,34,2,91258.52,0,1,0,44857.4,0
689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1
753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0
547,Germany,Male,25,4,98141.57,0,1,1,52309.8,0
484,Germany,Female,55,8,149349.58,0,0,0,137519.92,1
548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0
799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1
